filename,partition,task,semantic_label,numeric_label
08420.png,val,source,colosseum,0
09127.png,test,source,hagia_sophia,6
08006.png,val,source,berlin_cathedral,5
06423.png,train,source,museu_nacional_dart_de_catalunya,3
08120.png,val,source,colosseum,0
08468.png,val,source,gaudi_casa_batllo_barcelona,7
00016.png,train,source,berlin_cathedral,5
09841.png,test,source,petronas_towers,1
07386.png,val,source,berlin_cathedral,5
07932.png,val,source,rialto_bridge,2
00306.png,train,source,berlin_cathedral,5
08662.png,test,source,rialto_bridge,2
08172.png,val,source,rialto_bridge,2
08218.png,val,source,gaudi_casa_batllo_barcelona,7
03067.png,train,source,hagia_sophia,6
05663.png,train,source,museu_nacional_dart_de_catalunya,3
05216.png,train,source,berlin_cathedral,5
05650.png,train,source,colosseum,0
02209.png,train,source,st_stephen_cathedral_vienna,4
00963.png,train,source,museu_nacional_dart_de_catalunya,3
03771.png,train,source,petronas_towers,1
09183.png,test,source,museu_nacional_dart_de_catalunya,3
04759.png,train,source,st_stephen_cathedral_vienna,4
08553.png,test,source,museu_nacional_dart_de_catalunya,3
05890.png,train,source,colosseum,0
09098.png,test,source,gaudi_casa_batllo_barcelona,7
08501.png,test,source,petronas_towers,1
08413.png,val,source,museu_nacional_dart_de_catalunya,3
08113.png,val,source,museu_nacional_dart_de_catalunya,3
04501.png,train,source,petronas_towers,1
09300.png,test,source,colosseum,0
05427.png,train,source,hagia_sophia,6
04032.png,train,source,rialto_bridge,2
08763.png,test,source,museu_nacional_dart_de_catalunya,3
05922.png,train,source,rialto_bridge,2
02506.png,train,source,berlin_cathedral,5
07432.png,val,source,rialto_bridge,2
05116.png,train,source,berlin_cathedral,5
07237.png,val,source,hagia_sophia,6
08476.png,val,source,berlin_cathedral,5
05100.png,train,source,colosseum,0
02163.png,train,source,museu_nacional_dart_de_catalunya,3
07396.png,val,source,berlin_cathedral,5
08149.png,val,source,st_stephen_cathedral_vienna,4
04841.png,train,source,petronas_towers,1
05359.png,train,source,st_stephen_cathedral_vienna,4
04869.png,train,source,st_stephen_cathedral_vienna,4
03187.png,train,source,hagia_sophia,6
06362.png,train,source,rialto_bridge,2
04352.png,train,source,rialto_bridge,2
02810.png,train,source,colosseum,0
05141.png,train,source,petronas_towers,1
00536.png,train,source,berlin_cathedral,5
05766.png,train,source,berlin_cathedral,5
01441.png,train,source,petronas_towers,1
02991.png,train,source,petronas_towers,1
05841.png,train,source,petronas_towers,1
07952.png,val,source,rialto_bridge,2
01499.png,train,source,st_stephen_cathedral_vienna,4
07962.png,val,source,rialto_bridge,2
00022.png,train,source,rialto_bridge,2
07993.png,val,source,museu_nacional_dart_de_catalunya,3
07990.png,val,source,colosseum,0
06242.png,train,source,rialto_bridge,2
09466.png,test,source,berlin_cathedral,5
07382.png,val,source,rialto_bridge,2
08813.png,test,source,museu_nacional_dart_de_catalunya,3
08837.png,test,source,hagia_sophia,6
09263.png,test,source,museu_nacional_dart_de_catalunya,3
09822.png,test,source,rialto_bridge,2
00053.png,train,source,museu_nacional_dart_de_catalunya,3
08609.png,test,source,st_stephen_cathedral_vienna,4
09986.png,test,source,berlin_cathedral,5
09023.png,test,source,museu_nacional_dart_de_catalunya,3
01820.png,train,source,colosseum,0
03197.png,train,source,hagia_sophia,6
05171.png,train,source,petronas_towers,1
07143.png,val,source,museu_nacional_dart_de_catalunya,3
02217.png,train,source,hagia_sophia,6
09509.png,test,source,st_stephen_cathedral_vienna,4
09369.png,test,source,st_stephen_cathedral_vienna,4
03540.png,train,source,colosseum,0
01706.png,train,source,berlin_cathedral,5
05989.png,train,source,st_stephen_cathedral_vienna,4
09492.png,test,source,rialto_bridge,2
04259.png,train,source,st_stephen_cathedral_vienna,4
01826.png,train,source,berlin_cathedral,5
01010.png,train,source,colosseum,0
07160.png,val,source,colosseum,0
04740.png,train,source,colosseum,0
02963.png,train,source,museu_nacional_dart_de_catalunya,3
09980.png,test,source,colosseum,0
02917.png,train,source,hagia_sophia,6
01687.png,train,source,hagia_sophia,6
08798.png,test,source,gaudi_casa_batllo_barcelona,7
09020.png,test,source,colosseum,0
07769.png,val,source,st_stephen_cathedral_vienna,4
09346.png,test,source,berlin_cathedral,5
03731.png,train,source,petronas_towers,1
07283.png,val,source,museu_nacional_dart_de_catalunya,3
00072.png,train,source,rialto_bridge,2
08583.png,test,source,museu_nacional_dart_de_catalunya,3
04897.png,train,source,hagia_sophia,6
06337.png,train,source,hagia_sophia,6
06696.png,train,source,berlin_cathedral,5
04671.png,train,source,petronas_towers,1
06996.png,train,source,berlin_cathedral,5
00558.png,train,source,gaudi_casa_batllo_barcelona,7
09180.png,test,source,colosseum,0
02233.png,train,source,museu_nacional_dart_de_catalunya,3
07296.png,val,source,berlin_cathedral,5
01541.png,train,source,petronas_towers,1
03389.png,train,source,st_stephen_cathedral_vienna,4
07327.png,val,source,hagia_sophia,6
08753.png,test,source,museu_nacional_dart_de_catalunya,3
07522.png,val,source,rialto_bridge,2
09552.png,test,source,rialto_bridge,2
02179.png,train,source,st_stephen_cathedral_vienna,4
03172.png,train,source,rialto_bridge,2
03652.png,train,source,rialto_bridge,2
09870.png,test,source,colosseum,0
07611.png,val,source,petronas_towers,1
09803.png,test,source,museu_nacional_dart_de_catalunya,3
06649.png,train,source,st_stephen_cathedral_vienna,4
02058.png,train,source,gaudi_casa_batllo_barcelona,7
08728.png,test,source,gaudi_casa_batllo_barcelona,7
08489.png,val,source,st_stephen_cathedral_vienna,4
08412.png,val,source,rialto_bridge,2
01072.png,train,source,rialto_bridge,2
08807.png,test,source,hagia_sophia,6
01337.png,train,source,hagia_sophia,6
07098.png,val,source,gaudi_casa_batllo_barcelona,7
00752.png,train,source,rialto_bridge,2
08137.png,val,source,hagia_sophia,6
05112.png,train,source,rialto_bridge,2
09588.png,test,source,gaudi_casa_batllo_barcelona,7
02356.png,train,source,berlin_cathedral,5
07808.png,val,source,gaudi_casa_batllo_barcelona,7
03087.png,train,source,hagia_sophia,6
08090.png,val,source,colosseum,0
06417.png,train,source,hagia_sophia,6
09483.png,test,source,museu_nacional_dart_de_catalunya,3
03839.png,train,source,st_stephen_cathedral_vienna,4
07966.png,val,source,berlin_cathedral,5
03442.png,train,source,rialto_bridge,2
07441.png,val,source,petronas_towers,1
07677.png,val,source,hagia_sophia,6
09679.png,test,source,st_stephen_cathedral_vienna,4
03657.png,train,source,hagia_sophia,6
08097.png,val,source,hagia_sophia,6
08869.png,test,source,st_stephen_cathedral_vienna,4
04528.png,train,source,gaudi_casa_batllo_barcelona,7
07289.png,val,source,st_stephen_cathedral_vienna,4
03583.png,train,source,museu_nacional_dart_de_catalunya,3
05300.png,train,source,colosseum,0
06176.png,train,source,berlin_cathedral,5
07319.png,val,source,st_stephen_cathedral_vienna,4
07372.png,val,source,rialto_bridge,2
00213.png,train,source,museu_nacional_dart_de_catalunya,3
09247.png,test,source,hagia_sophia,6
08086.png,val,source,berlin_cathedral,5
06842.png,train,source,rialto_bridge,2
01908.png,train,source,gaudi_casa_batllo_barcelona,7
03290.png,train,source,colosseum,0
01773.png,train,source,museu_nacional_dart_de_catalunya,3
08849.png,test,source,st_stephen_cathedral_vienna,4
07936.png,val,source,berlin_cathedral,5
07570.png,val,source,colosseum,0
07572.png,val,source,rialto_bridge,2
04640.png,train,source,colosseum,0
09926.png,test,source,berlin_cathedral,5
08863.png,test,source,museu_nacional_dart_de_catalunya,3
01251.png,train,source,petronas_towers,1
06762.png,train,source,rialto_bridge,2
07678.png,val,source,gaudi_casa_batllo_barcelona,7
02760.png,train,source,colosseum,0
09237.png,test,source,hagia_sophia,6
00867.png,train,source,hagia_sophia,6
06317.png,train,source,hagia_sophia,6
05210.png,train,source,colosseum,0
09099.png,test,source,st_stephen_cathedral_vienna,4
06447.png,train,source,hagia_sophia,6
09316.png,test,source,berlin_cathedral,5
05239.png,train,source,st_stephen_cathedral_vienna,4
04267.png,train,source,hagia_sophia,6
07341.png,val,source,petronas_towers,1
07601.png,val,source,petronas_towers,1
09972.png,test,source,rialto_bridge,2
05446.png,train,source,berlin_cathedral,5
04742.png,train,source,rialto_bridge,2
00117.png,train,source,hagia_sophia,6
07720.png,val,source,colosseum,0
02961.png,train,source,petronas_towers,1
08908.png,test,source,gaudi_casa_batllo_barcelona,7
08451.png,val,source,petronas_towers,1
01520.png,train,source,colosseum,0
07192.png,val,source,rialto_bridge,2
01119.png,train,source,st_stephen_cathedral_vienna,4
09172.png,test,source,rialto_bridge,2
05640.png,train,source,colosseum,0
08157.png,val,source,hagia_sophia,6
03329.png,train,source,st_stephen_cathedral_vienna,4
01580.png,train,source,colosseum,0
00866.png,train,source,berlin_cathedral,5
01393.png,train,source,museu_nacional_dart_de_catalunya,3
08558.png,test,source,gaudi_casa_batllo_barcelona,7
05893.png,train,source,museu_nacional_dart_de_catalunya,3
08151.png,val,source,petronas_towers,1
08467.png,val,source,hagia_sophia,6
05880.png,train,source,colosseum,0
07820.png,val,source,colosseum,0
05689.png,train,source,st_stephen_cathedral_vienna,4
01628.png,train,source,gaudi_casa_batllo_barcelona,7
05387.png,train,source,hagia_sophia,6
08078.png,val,source,gaudi_casa_batllo_barcelona,7
01288.png,train,source,gaudi_casa_batllo_barcelona,7
07779.png,val,source,st_stephen_cathedral_vienna,4
07338.png,val,source,gaudi_casa_batllo_barcelona,7
06090.png,train,source,colosseum,0
00257.png,train,source,hagia_sophia,6
00527.png,train,source,hagia_sophia,6
07623.png,val,source,museu_nacional_dart_de_catalunya,3
00620.png,train,source,colosseum,0
06683.png,train,source,museu_nacional_dart_de_catalunya,3
09591.png,test,source,petronas_towers,1
00732.png,train,source,rialto_bridge,2
05848.png,train,source,gaudi_casa_batllo_barcelona,7
09851.png,test,source,petronas_towers,1
07980.png,val,source,colosseum,0
04456.png,train,source,berlin_cathedral,5
07802.png,val,source,rialto_bridge,2
08139.png,val,source,st_stephen_cathedral_vienna,4
01650.png,train,source,colosseum,0
00073.png,train,source,museu_nacional_dart_de_catalunya,3
09191.png,test,source,petronas_towers,1
02971.png,train,source,petronas_towers,1
08267.png,val,source,hagia_sophia,6
07999.png,val,source,st_stephen_cathedral_vienna,4
07431.png,val,source,petronas_towers,1
07692.png,val,source,rialto_bridge,2
04963.png,train,source,museu_nacional_dart_de_catalunya,3
05339.png,train,source,st_stephen_cathedral_vienna,4
04149.png,train,source,st_stephen_cathedral_vienna,4
02451.png,train,source,petronas_towers,1
07848.png,val,source,gaudi_casa_batllo_barcelona,7
07076.png,val,source,berlin_cathedral,5
05258.png,train,source,gaudi_casa_batllo_barcelona,7
08640.png,test,source,colosseum,0
04281.png,train,source,petronas_towers,1
09557.png,test,source,hagia_sophia,6
05467.png,train,source,hagia_sophia,6
01899.png,train,source,st_stephen_cathedral_vienna,4
07153.png,val,source,museu_nacional_dart_de_catalunya,3
07888.png,val,source,gaudi_casa_batllo_barcelona,7
07508.png,val,source,gaudi_casa_batllo_barcelona,7
01369.png,train,source,st_stephen_cathedral_vienna,4
01210.png,train,source,colosseum,0
09050.png,test,source,colosseum,0
08408.png,val,source,gaudi_casa_batllo_barcelona,7
09203.png,test,source,museu_nacional_dart_de_catalunya,3
07896.png,val,source,berlin_cathedral,5
07478.png,val,source,gaudi_casa_batllo_barcelona,7
08853.png,test,source,museu_nacional_dart_de_catalunya,3
05908.png,train,source,gaudi_casa_batllo_barcelona,7
08562.png,test,source,rialto_bridge,2
01761.png,train,source,petronas_towers,1
02622.png,train,source,rialto_bridge,2
03646.png,train,source,berlin_cathedral,5
05461.png,train,source,petronas_towers,1
05327.png,train,source,hagia_sophia,6
08141.png,val,source,petronas_towers,1
04243.png,train,source,museu_nacional_dart_de_catalunya,3
07650.png,val,source,colosseum,0
06350.png,train,source,colosseum,0
04128.png,train,source,gaudi_casa_batllo_barcelona,7
08013.png,val,source,museu_nacional_dart_de_catalunya,3
06689.png,train,source,st_stephen_cathedral_vienna,4
07037.png,val,source,hagia_sophia,6
00283.png,train,source,museu_nacional_dart_de_catalunya,3
07279.png,val,source,st_stephen_cathedral_vienna,4
04072.png,train,source,rialto_bridge,2
08979.png,test,source,st_stephen_cathedral_vienna,4
00769.png,train,source,st_stephen_cathedral_vienna,4
00693.png,train,source,museu_nacional_dart_de_catalunya,3
09566.png,test,source,berlin_cathedral,5
02940.png,train,source,colosseum,0
09770.png,test,source,colosseum,0
09393.png,test,source,museu_nacional_dart_de_catalunya,3
03210.png,train,source,colosseum,0
00712.png,train,source,rialto_bridge,2
02271.png,train,source,petronas_towers,1
08896.png,test,source,berlin_cathedral,5
08992.png,test,source,rialto_bridge,2
08840.png,test,source,colosseum,0
09163.png,test,source,museu_nacional_dart_de_catalunya,3
07450.png,val,source,colosseum,0
03533.png,train,source,museu_nacional_dart_de_catalunya,3
08322.png,val,source,rialto_bridge,2
09336.png,test,source,berlin_cathedral,5
04608.png,train,source,gaudi_casa_batllo_barcelona,7
07122.png,val,source,rialto_bridge,2
07198.png,val,source,gaudi_casa_batllo_barcelona,7
01026.png,train,source,berlin_cathedral,5
03917.png,train,source,hagia_sophia,6
08059.png,val,source,st_stephen_cathedral_vienna,4
06371.png,train,source,petronas_towers,1
07717.png,val,source,hagia_sophia,6
07989.png,val,source,st_stephen_cathedral_vienna,4
09090.png,test,source,colosseum,0
09577.png,test,source,hagia_sophia,6
08559.png,test,source,st_stephen_cathedral_vienna,4
07532.png,val,source,rialto_bridge,2
09596.png,test,source,berlin_cathedral,5
02671.png,train,source,petronas_towers,1
05571.png,train,source,petronas_towers,1
00730.png,train,source,colosseum,0
03690.png,train,source,colosseum,0
04116.png,train,source,berlin_cathedral,5
09350.png,test,source,colosseum,0
07688.png,val,source,gaudi_casa_batllo_barcelona,7
00589.png,train,source,st_stephen_cathedral_vienna,4
09052.png,test,source,rialto_bridge,2
08180.png,val,source,colosseum,0
09896.png,test,source,berlin_cathedral,5
09748.png,test,source,gaudi_casa_batllo_barcelona,7
05568.png,train,source,gaudi_casa_batllo_barcelona,7
04268.png,train,source,gaudi_casa_batllo_barcelona,7
08599.png,test,source,st_stephen_cathedral_vienna,4
09528.png,test,source,gaudi_casa_batllo_barcelona,7
02598.png,train,source,gaudi_casa_batllo_barcelona,7
09811.png,test,source,petronas_towers,1
04093.png,train,source,museu_nacional_dart_de_catalunya,3
07900.png,val,source,colosseum,0
09343.png,test,source,museu_nacional_dart_de_catalunya,3
07463.png,val,source,museu_nacional_dart_de_catalunya,3
09550.png,test,source,colosseum,0
08948.png,test,source,gaudi_casa_batllo_barcelona,7
03526.png,train,source,berlin_cathedral,5
09949.png,test,source,st_stephen_cathedral_vienna,4
07189.png,val,source,st_stephen_cathedral_vienna,4
03538.png,train,source,gaudi_casa_batllo_barcelona,7
07502.png,val,source,rialto_bridge,2
09637.png,test,source,hagia_sophia,6
03491.png,train,source,petronas_towers,1
08087.png,val,source,hagia_sophia,6
02683.png,train,source,museu_nacional_dart_de_catalunya,3
03503.png,train,source,museu_nacional_dart_de_catalunya,3
03443.png,train,source,museu_nacional_dart_de_catalunya,3
04309.png,train,source,st_stephen_cathedral_vienna,4
05641.png,train,source,petronas_towers,1
04067.png,train,source,hagia_sophia,6
07249.png,val,source,st_stephen_cathedral_vienna,4
06920.png,train,source,colosseum,0
03030.png,train,source,colosseum,0
08689.png,test,source,st_stephen_cathedral_vienna,4
08789.png,test,source,st_stephen_cathedral_vienna,4
08189.png,val,source,st_stephen_cathedral_vienna,4
08156.png,val,source,berlin_cathedral,5
08793.png,test,source,museu_nacional_dart_de_catalunya,3
09671.png,test,source,petronas_towers,1
00438.png,train,source,gaudi_casa_batllo_barcelona,7
00412.png,train,source,rialto_bridge,2
09688.png,test,source,gaudi_casa_batllo_barcelona,7
03460.png,train,source,colosseum,0
07869.png,val,source,st_stephen_cathedral_vienna,4
07706.png,val,source,berlin_cathedral,5
00469.png,train,source,st_stephen_cathedral_vienna,4
06679.png,train,source,st_stephen_cathedral_vienna,4
01421.png,train,source,petronas_towers,1
08121.png,val,source,petronas_towers,1
06707.png,train,source,hagia_sophia,6
02432.png,train,source,rialto_bridge,2
07009.png,val,source,st_stephen_cathedral_vienna,4
03708.png,train,source,gaudi_casa_batllo_barcelona,7
07633.png,val,source,museu_nacional_dart_de_catalunya,3
08259.png,val,source,st_stephen_cathedral_vienna,4
08453.png,val,source,museu_nacional_dart_de_catalunya,3
07956.png,val,source,berlin_cathedral,5
07429.png,val,source,st_stephen_cathedral_vienna,4
08919.png,test,source,st_stephen_cathedral_vienna,4
02183.png,train,source,museu_nacional_dart_de_catalunya,3
07778.png,val,source,gaudi_casa_batllo_barcelona,7
09063.png,test,source,museu_nacional_dart_de_catalunya,3
08260.png,val,source,colosseum,0
07343.png,val,source,museu_nacional_dart_de_catalunya,3
08029.png,val,source,st_stephen_cathedral_vienna,4
08536.png,test,source,berlin_cathedral,5
02887.png,train,source,hagia_sophia,6
00143.png,train,source,museu_nacional_dart_de_catalunya,3
07750.png,val,source,colosseum,0
08062.png,val,source,rialto_bridge,2
02789.png,train,source,st_stephen_cathedral_vienna,4
08176.png,val,source,berlin_cathedral,5
09499.png,test,source,st_stephen_cathedral_vienna,4
05023.png,train,source,museu_nacional_dart_de_catalunya,3
07302.png,val,source,rialto_bridge,2
02507.png,train,source,hagia_sophia,6
07523.png,val,source,museu_nacional_dart_de_catalunya,3
08397.png,val,source,hagia_sophia,6
00947.png,train,source,hagia_sophia,6
04962.png,train,source,rialto_bridge,2
07123.png,val,source,museu_nacional_dart_de_catalunya,3
00562.png,train,source,rialto_bridge,2
07726.png,val,source,berlin_cathedral,5
08370.png,val,source,colosseum,0
09162.png,test,source,rialto_bridge,2
05717.png,train,source,hagia_sophia,6
06370.png,train,source,colosseum,0
08290.png,val,source,colosseum,0
07368.png,val,source,gaudi_casa_batllo_barcelona,7
08603.png,test,source,museu_nacional_dart_de_catalunya,3
09450.png,test,source,colosseum,0
00799.png,train,source,st_stephen_cathedral_vienna,4
07947.png,val,source,hagia_sophia,6
07186.png,val,source,berlin_cathedral,5
08731.png,test,source,petronas_towers,1
06900.png,train,source,colosseum,0
08746.png,test,source,berlin_cathedral,5
03869.png,train,source,st_stephen_cathedral_vienna,4
07257.png,val,source,hagia_sophia,6
09120.png,test,source,colosseum,0
04012.png,train,source,rialto_bridge,2
03279.png,train,source,st_stephen_cathedral_vienna,4
09471.png,test,source,petronas_towers,1
08502.png,test,source,rialto_bridge,2
08050.png,val,source,colosseum,0
07363.png,val,source,museu_nacional_dart_de_catalunya,3
07091.png,val,source,petronas_towers,1
08337.png,val,source,hagia_sophia,6
07108.png,val,source,gaudi_casa_batllo_barcelona,7
03150.png,train,source,colosseum,0
08219.png,val,source,st_stephen_cathedral_vienna,4
09017.png,test,source,hagia_sophia,6
06113.png,train,source,museu_nacional_dart_de_catalunya,3
07547.png,val,source,hagia_sophia,6
08406.png,val,source,berlin_cathedral,5
05263.png,train,source,museu_nacional_dart_de_catalunya,3
08940.png,test,source,colosseum,0
08339.png,val,source,st_stephen_cathedral_vienna,4
08888.png,test,source,gaudi_casa_batllo_barcelona,7
07193.png,val,source,museu_nacional_dart_de_catalunya,3
04070.png,train,source,colosseum,0
04901.png,train,source,petronas_towers,1
08170.png,val,source,colosseum,0
02248.png,train,source,gaudi_casa_batllo_barcelona,7
07743.png,val,source,museu_nacional_dart_de_catalunya,3
02118.png,train,source,gaudi_casa_batllo_barcelona,7
07320.png,val,source,colosseum,0
07873.png,val,source,museu_nacional_dart_de_catalunya,3
07668.png,val,source,gaudi_casa_batllo_barcelona,7
03760.png,train,source,colosseum,0
01603.png,train,source,museu_nacional_dart_de_catalunya,3
03742.png,train,source,rialto_bridge,2
06031.png,train,source,petronas_towers,1
09256.png,test,source,berlin_cathedral,5
08128.png,val,source,gaudi_casa_batllo_barcelona,7
09660.png,test,source,colosseum,0
03853.png,train,source,museu_nacional_dart_de_catalunya,3
05167.png,train,source,hagia_sophia,6
00961.png,train,source,petronas_towers,1
03009.png,train,source,st_stephen_cathedral_vienna,4
02182.png,train,source,rialto_bridge,2
09570.png,test,source,colosseum,0
08442.png,val,source,rialto_bridge,2
09462.png,test,source,rialto_bridge,2
08330.png,val,source,colosseum,0
09333.png,test,source,museu_nacional_dart_de_catalunya,3
01477.png,train,source,hagia_sophia,6
05769.png,train,source,st_stephen_cathedral_vienna,4
07693.png,val,source,museu_nacional_dart_de_catalunya,3
08953.png,test,source,museu_nacional_dart_de_catalunya,3
02141.png,train,source,petronas_towers,1
07652.png,val,source,rialto_bridge,2
09341.png,test,source,petronas_towers,1
08262.png,val,source,rialto_bridge,2
03382.png,train,source,rialto_bridge,2
01611.png,train,source,petronas_towers,1
04922.png,train,source,rialto_bridge,2
08068.png,val,source,gaudi_casa_batllo_barcelona,7
01387.png,train,source,hagia_sophia,6
01109.png,train,source,st_stephen_cathedral_vienna,4
09731.png,test,source,petronas_towers,1
09919.png,test,source,st_stephen_cathedral_vienna,4
06478.png,train,source,gaudi_casa_batllo_barcelona,7
04832.png,train,source,rialto_bridge,2
08111.png,val,source,petronas_towers,1
00677.png,train,source,hagia_sophia,6
07542.png,val,source,rialto_bridge,2
01569.png,train,source,st_stephen_cathedral_vienna,4
01096.png,train,source,berlin_cathedral,5
08797.png,test,source,hagia_sophia,6
09720.png,test,source,colosseum,0
08878.png,test,source,gaudi_casa_batllo_barcelona,7
08297.png,val,source,hagia_sophia,6
01386.png,train,source,berlin_cathedral,5
07500.png,val,source,colosseum,0
07902.png,val,source,rialto_bridge,2
03116.png,train,source,berlin_cathedral,5
07222.png,val,source,rialto_bridge,2
02056.png,train,source,berlin_cathedral,5
05849.png,train,source,st_stephen_cathedral_vienna,4
03778.png,train,source,gaudi_casa_batllo_barcelona,7
09432.png,test,source,rialto_bridge,2
00051.png,train,source,petronas_towers,1
09502.png,test,source,rialto_bridge,2
00287.png,train,source,hagia_sophia,6
08843.png,test,source,museu_nacional_dart_de_catalunya,3
09830.png,test,source,colosseum,0
06276.png,train,source,berlin_cathedral,5
07206.png,val,source,berlin_cathedral,5
09823.png,test,source,museu_nacional_dart_de_catalunya,3
08926.png,test,source,berlin_cathedral,5
08593.png,test,source,museu_nacional_dart_de_catalunya,3
00082.png,train,source,rialto_bridge,2
02572.png,train,source,rialto_bridge,2
05911.png,train,source,petronas_towers,1
07581.png,val,source,petronas_towers,1
05951.png,train,source,petronas_towers,1
02987.png,train,source,hagia_sophia,6
04519.png,train,source,st_stephen_cathedral_vienna,4
08198.png,val,source,gaudi_casa_batllo_barcelona,7
08851.png,test,source,petronas_towers,1
07893.png,val,source,museu_nacional_dart_de_catalunya,3
04046.png,train,source,berlin_cathedral,5
07362.png,val,source,rialto_bridge,2
04913.png,train,source,museu_nacional_dart_de_catalunya,3
08063.png,val,source,museu_nacional_dart_de_catalunya,3
04073.png,train,source,museu_nacional_dart_de_catalunya,3
08527.png,test,source,hagia_sophia,6
00120.png,train,source,colosseum,0
04701.png,train,source,petronas_towers,1
07918.png,val,source,gaudi_casa_batllo_barcelona,7
09698.png,test,source,gaudi_casa_batllo_barcelona,7
06032.png,train,source,rialto_bridge,2
07629.png,val,source,st_stephen_cathedral_vienna,4
01887.png,train,source,hagia_sophia,6
06261.png,train,source,petronas_towers,1
09357.png,test,source,hagia_sophia,6
07973.png,val,source,museu_nacional_dart_de_catalunya,3
08323.png,val,source,museu_nacional_dart_de_catalunya,3
09708.png,test,source,gaudi_casa_batllo_barcelona,7
08439.png,val,source,st_stephen_cathedral_vienna,4
07411.png,val,source,petronas_towers,1
08623.png,test,source,museu_nacional_dart_de_catalunya,3
03248.png,train,source,gaudi_casa_batllo_barcelona,7
07308.png,val,source,gaudi_casa_batllo_barcelona,7
07749.png,val,source,st_stephen_cathedral_vienna,4
07409.png,val,source,st_stephen_cathedral_vienna,4
03843.png,train,source,museu_nacional_dart_de_catalunya,3
07111.png,val,source,petronas_towers,1
08123.png,val,source,museu_nacional_dart_de_catalunya,3
06716.png,train,source,berlin_cathedral,5
02952.png,train,source,rialto_bridge,2
08951.png,test,source,petronas_towers,1
01353.png,train,source,museu_nacional_dart_de_catalunya,3
07899.png,val,source,st_stephen_cathedral_vienna,4
03552.png,train,source,rialto_bridge,2
07832.png,val,source,rialto_bridge,2
03147.png,train,source,hagia_sophia,6
09939.png,test,source,st_stephen_cathedral_vienna,4
05026.png,train,source,berlin_cathedral,5
02306.png,train,source,berlin_cathedral,5
07140.png,val,source,colosseum,0
08936.png,test,source,berlin_cathedral,5
04938.png,train,source,gaudi_casa_batllo_barcelona,7
00898.png,train,source,gaudi_casa_batllo_barcelona,7
06193.png,train,source,museu_nacional_dart_de_catalunya,3
07259.png,val,source,st_stephen_cathedral_vienna,4
08986.png,test,source,berlin_cathedral,5
09326.png,test,source,berlin_cathedral,5
07568.png,val,source,gaudi_casa_batllo_barcelona,7
07630.png,val,source,colosseum,0
08889.png,test,source,st_stephen_cathedral_vienna,4
07727.png,val,source,hagia_sophia,6
09921.png,test,source,petronas_towers,1
09477.png,test,source,hagia_sophia,6
08826.png,test,source,berlin_cathedral,5
01528.png,train,source,gaudi_casa_batllo_barcelona,7
08882.png,test,source,rialto_bridge,2
07811.png,val,source,petronas_towers,1
07701.png,val,source,petronas_towers,1
08269.png,val,source,st_stephen_cathedral_vienna,4
08351.png,val,source,petronas_towers,1
03220.png,train,source,colosseum,0
08017.png,val,source,hagia_sophia,6
09000.png,test,source,colosseum,0
08350.png,val,source,colosseum,0
04329.png,train,source,st_stephen_cathedral_vienna,4
00598.png,train,source,gaudi_casa_batllo_barcelona,7
08682.png,test,source,rialto_bridge,2
01230.png,train,source,colosseum,0
07278.png,val,source,gaudi_casa_batllo_barcelona,7
09696.png,test,source,berlin_cathedral,5
08548.png,test,source,gaudi_casa_batllo_barcelona,7
00528.png,train,source,gaudi_casa_batllo_barcelona,7
02782.png,train,source,rialto_bridge,2
09349.png,test,source,st_stephen_cathedral_vienna,4
06358.png,train,source,gaudi_casa_batllo_barcelona,7
07422.png,val,source,rialto_bridge,2
08431.png,val,source,petronas_towers,1
00409.png,train,source,st_stephen_cathedral_vienna,4
09157.png,test,source,hagia_sophia,6
03193.png,train,source,museu_nacional_dart_de_catalunya,3
07180.png,val,source,colosseum,0
06969.png,train,source,st_stephen_cathedral_vienna,4
01362.png,train,source,rialto_bridge,2
07647.png,val,source,hagia_sophia,6
09667.png,test,source,hagia_sophia,6
09457.png,test,source,hagia_sophia,6
09036.png,test,source,berlin_cathedral,5
09677.png,test,source,hagia_sophia,6
03813.png,train,source,museu_nacional_dart_de_catalunya,3
01586.png,train,source,berlin_cathedral,5
06101.png,train,source,petronas_towers,1
08008.png,val,source,gaudi_casa_batllo_barcelona,7
09609.png,test,source,st_stephen_cathedral_vienna,4
03246.png,train,source,berlin_cathedral,5
07060.png,val,source,colosseum,0
07096.png,val,source,berlin_cathedral,5
08833.png,test,source,museu_nacional_dart_de_catalunya,3
00049.png,train,source,st_stephen_cathedral_vienna,4
06331.png,train,source,petronas_towers,1
09982.png,test,source,rialto_bridge,2
09868.png,test,source,gaudi_casa_batllo_barcelona,7
00981.png,train,source,petronas_towers,1
05706.png,train,source,berlin_cathedral,5
08762.png,test,source,rialto_bridge,2
09978.png,test,source,gaudi_casa_batllo_barcelona,7
01008.png,train,source,gaudi_casa_batllo_barcelona,7
04983.png,train,source,museu_nacional_dart_de_catalunya,3
02881.png,train,source,petronas_towers,1
00391.png,train,source,petronas_towers,1
03086.png,train,source,berlin_cathedral,5
06552.png,train,source,rialto_bridge,2
02257.png,train,source,hagia_sophia,6
07012.png,val,source,rialto_bridge,2
04893.png,train,source,museu_nacional_dart_de_catalunya,3
08719.png,test,source,st_stephen_cathedral_vienna,4
02613.png,train,source,museu_nacional_dart_de_catalunya,3
